,Número exp,Tiempo sin filtro,Tasa de error,Tiempo con filtro,Tasa de error con filtro
0,,0.12699030000021594,0.3,0.1359480999999505,0.3
1,,0.1345697000006112,0.3,0.1370412000005672,0.3
2,,0.129670399999668,0.3,0.13256060000003345,0.3
